Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
12º,Gianluca Grignani,Lacrime dalla Luna,2002,G. Grignani,M,"['lacrime', 'luna']",12
13º,Alessandro Safina,Del perduto amore,2002,G. Morra e M. Fabrizio,M,"['perduto', 'amore']",13
14º,Daniele Silvestri,Salirò,2002,D. Silvestri,M,['salirò'],14
15º,Nino D'Angelo,Marì,2002,"N. D'Angelo, N. Tortora e P. Leon",M,['marì'],15
16º,Patty Pravo,L'immenso,2002,"F. Carraresi, L. Tempestini e R. Pacco",F,['immenso'],16
17º,Loredana Bertè,Dimmi che mi ami,2002,"D. Latino, N. Tortora e P. Leon",F,"['dimmi', 'ami']",17
18º,Mino Reitano,La mia canzone,2002,"P. Panella, A. Paoletti e M. Reitano",M,['canzone'],18
19º,Lollipop,Batte forte,2002,"L. Rana, G. Giorgilli e A. Blescia",F,"['batte', 'forte']",19
20º,Timoria,Casa mia,2002,O. Pedrini,G,['casa'],20
1º,Alexia,Per dire di no,2003,A. Salerno e Alexia,F,['dire'],1
2º,Alex Britti,7000 caffè,2003,A. Britti,M,"['7000', 'caffè']",2
3º,Sergio Cammariere,Tutto quello che un uomo,2003,R. Kunstler e S. Cammariere,M,['uomo'],3
4º,Enrico Ruggeri e Andrea Mirò,Nessuno tocchi Caino,2003,E. Ruggeri e A. Mirò,G,"['tocchi', 'caino']",4
5º,Syria,L'amore è,2003,Jovanotti,F,['amore'],5
6º,Lisa,Oceano,2003,"M. Malavasi, Leozed e A. Sandri",F,['oceano'],6
7º,Giuni Russo,Morirò d'amore,2003,"G. Russo, V. Magelli e M. A. Sisini",F,"['morirò', 'amore']",7
8º,Silvia Salemi,Nel cuore delle donne,2003,G. Artegiani e S. Salemi,F,"['cuore', 'donne']",8
9º,Antonella Ruggiero,Di un amore,2003,A. Ruggiero e A. Volpe,F,['amore'],9
10º,Luca Barbarossa,Fortuna,2003,L. Barbarossa,M,['fortuna'],10
11º,Nino D'Angelo,'A storia 'e nisciuno,2003,N. D'Angelo e N. Tortora,M,"['storia', 'nisciuno']",11
12º,Cristiano De André,Un giorno nuovo,2003,"C. De André, O. Malaspina, M. Talamo, S. Melone e D. Fossati",M,"['giorno', 'nuovo']",12
13º,Fausto Leali,Eri tu,2003,F. Leali e G. Panceri,M,['eri'],13
14º,Anna Oxa,Cambierò,2003,"M. Falagiani, M. Carnesecchi e A. Oxa",F,['cambierò'],14
15º,Eiffel 65,Quelli che non hanno età,2003,"D. Capuano, M. Lobina, G. Ponte, G. Randone e G. Colla",G,"['hanno', 'età']",15
16º,Bobby Solo e Little Tony,Non si cresce mai,2003,"G. Bigazzi, G. Gastaldo e R. Satti",G,['cresce'],16
17º,Anna Tatangelo e Federico Stragà,Volere volare,2003,Bungaro e C. Passavanti,G,"['volere', 'volare']",17
18º,Negrita,Tonight,2003,"F. Barbacci, P. Bruni, F. Li Causi, C. Petricich e E. Salvi",G,['tonight'],18
19º,Amedeo Minghi,Sarà una canzone,2003,A. Minghi,M,"['sarà', 'canzone']",19
20º,Iva Zanicchi,Fossi un tango,2003,L. Lana e A. Donati,F,"['fossi', 'tango']",20
1º,Marco Masini,L'uomo volante,2004,"M. Masini, G. Dati e G. Orlandi",M,"['uomo', 'volante']",1
2º,Mario Rosini,Sei la vita mia,2004,"L. Leone, L. Patruno, C. Noto, L. Rana e G. Giorgilli",M,['vita'],2
3º,Linda,"Aria, sole, terra e mare",2004,"L. Valori, L. Bruti, M. Di Paolo, D. De Santis",F,"['aria', 'sole', 'terra', 'mare']",3
4º,Paolo Meneguzzi,Guardami negli occhi (prego),2004,"P. Meneguzzo, R. Di Bella, L. Mattioni e D. Melotti",M,"['guardami', 'occhi', 'prego']",4
5º,Bungaro,Guardastelle,2004,G. Romanelli e Antonio Calò,M,['guardastelle'],5
6º,Massimo Modugno e Gipsy Kings,Quando l'aria mi sfiora,2004,Mogol e G. Bella,G,"['aria', 'sfiora']",6
7º,Stefano Picchi,Generale Kamikaze,2004,S. Picchi,M,"['generale', 'kamikaze']",7
8º,Morris Albert e Mietta,Cuore,2004,S. Dall'Ora e S. Boffa,G,['cuore'],8
9º,Neffa,Le ore piccole,2004,G. Pellino,M,"['ore', 'piccole']",9
10º,Mario Venuti,Crudele,2004,M. Venuti e Kaballà,M,['crudele'],10
11º,DJ Francesco,Era bellissimo,2004,"F. Facchinetti, S. Lucato, D. Primiceri e A. Rapetti",M,"['era', 'bellissimo']",11
12º,Simone Tomassini,È stato tanto tempo fa,2004,S. Tomassini,M,"['stato', 'tanto', 'tempo', 'fa']",12
13º,DB Boulevard e Bill Wyman,Basterà,2004,"A. Ventura, R. Palù e D. Benedetti",G,['basterà'],13
14º,Andrea Mingardi e The Blues Brothers Band,È la musica,2004,A. Mingardi e M. Tirelli,G,['musica'],14
15º,Omar Pedrini,Lavoro inutile,2004,O. Pedrini,M,"['lavoro', 'inutile']",15
16º,Daniele Groff,Sei un miracolo,2004,D. Groff e M. Patrignani,M,['miracolo'],16
17º,Adriano Pappalardo,Nessun consiglio,2004,"R. Scarpetta, A. Pappalardo, L. Chiaravalli e G. Moretti",M,"['nessun', 'consiglio']",17
18º,Veruska,Un angelo legato a un palo,2004,"Mogol, G. Bella e R. Bella",F,"['angelo', 'legato', 'palo']",18
19º,Andrè,Il nostro amore,2004,"M. Canigiula, S. Labate e C. Labate",M,['amore'],19
20º,Danny Losito e Las Ketchup,Single,2004,D. Losito e M. Mariello,G,['single'],20
21º,Pacifico,Solo un sogno,2004,L. De Crescenzo,M,['sogno'],21
22º,Piotta,Ladro di te,2004,"T. Zanello, E. Rubbi e M. Altomare",M,['ladro'],22
1,Francesco Renga,Angelo,2005,F. Renga e M. Zappatini,M,['angelo'],1
2,Toto Cutugno con Annalisa Minetti,Come noi nessuno al mondo,2005,S. Cutugno,G,['mondo'],2
3,Antonella Ruggiero,Echi d'infinito,2005,M. Venuti e Kaballà,F,"['echi', 'infinito']",3
4,Nicky Nicolai e Stefano Di Battista Jazz Quartet,Che mistero è l'amore,2005,"M. Fabrizio, G. Lucariello e P. Marino",G,"['mistero', 'amore']",4
5,Laura Bono,Non credo nei miracoli,2005,L. Bonometti e M. Natale,F,"['credo', 'miracoli']",5
1,Povia,Vorrei avere il becco,2006,G. Povia,M,"['vorrei', 'avere', 'becco']",1
2,Nomadi,Dove si va,2006,"C. Cattini, D. Sacco, M. Vecchi e G. Carletti",G,"['dove', 'va']",2
3,Anna Tatangelo,Essere una donna,2006,Mogol e G. D'Alessio,F,"['essere', 'donna']",3
4,Riccardo Maffoni,Sole negli occhi,2006,R. Maffoni,M,"['sole', 'occhi']",4
1º,Simone Cristicchi,Ti regalerò una rosa,2007,S. Cristicchi,M,"['regalerò', 'rosa']",1
2º,Al Bano,Nel perdono,2007,"R. Zero, V. Incenzo, A. Paoletti e Y. Carrisi",M,['perdono'],2
3º,Piero Mazzocchetti,Schiavo d'amore,2007,G. Morra e M. Fabrizio,M,"['schiavo', 'amore']",3
4º,Daniele Silvestri,La paranza,2007,D. Silvestri,M,['paranza'],4
5º,Mango,Chissà se nevica,2007,G. Mango e C. De Bei,M,"['chissà', 'nevica']",5
6º,Paolo Meneguzzi,Musica,2007,"P. Meneguzzi, R. Di Bella e D. Melotti",M,['musica'],6
7º,Tosca,Il terzo fuochista,2007,"R. Mascellino, M. Venturiello e Tosca",F,"['terzo', 'fuochista']",7
8º,Francesco con Roby Facchinetti,Vivere normale,2007,"S. Bertolotti, D. Calvetti, M. Ciappelli e F. Facchinetti",G,"['vivere', 'normale']",8
9º,Zero Assoluto,Appena prima di partire,2007,"M. Maffucci, T. De Gasperi, D. Pao ed E. Sognato",G,"['appena', 'prima', 'partire']",9
10º,Antonella Ruggiero,Canzone fra le guerre,2007,C. Carrara e A. Ruggiero,F,"['canzone', 'guerre']",10
1º,Giò Di Tonno e Lola Ponce,Colpo di fulmine,2008,G. Nannini,G,"['colpo', 'fulmine']",1
2º,Anna Tatangelo,Il mio amico,2008,L. D'Alessio,F,['amico'],2
3º,Fabrizio Moro,Eppure mi hai cambiato la vita,2008,F. Moro,M,"['hai', 'cambiato', 'vita']",3
4º,Toto Cutugno,Un falco chiuso in gabbia,2008,S. Cutugno e D. De Marinis,M,"['falco', 'chiuso', 'gabbia']",4
5º,Finley,Ricordi,2008,"C. Ruggiero, D. Persoglio, M. Pedretti, S. Mantegazza e D. Calvio",G,['ricordi'],5
6º,Paolo Meneguzzi,Grande,2008,"L. Panceri, P. Meneguzzo e D. Melotti",M,[],6
7º,Sergio Cammariere,L'amore non si spiega,2008,R. Kunstler e S. Cammariere,M,"['amore', 'spiega']",7
8º,Gianluca Grignani,Cammina nel sole,2008,G. Grignani,M,"['cammina', 'sole']",8
9º,Little Tony,Non finisce qui,2008,D. Amerio,M,['finisce'],9
10º,Eugenio Bennato,Grande sud,2008,E. Bennato,M,['sud'],10
11º,Mietta,Baciami adesso,2008,P. Panella e D. Ronda,F,"['baciami', 'adesso']",11
12º,Max Gazzè,Il solito sesso,2008,F. Gazzè e M. Gazzè,M,"['solito', 'sesso']",12
13º,L'Aura,Basta!,2008,L. Abela,F,['basta'],13
14º,Frankie hi-nrg mc,Rivoluzione,2008,"F. Di Gesù, F. Bruni e C. Galbignani",M,['rivoluzione'],14
15º,Michele Zarrillo,L'ultimo film insieme,2008,G. Artegiani e M. Zarrillo,M,"['ultimo', 'film', 'insieme']",15
16º,Tricarico,Vita tranquilla,2008,F. Tricarico,M,"['vita', 'tranquilla']",16
17º,Tiromancino,Il rubacuori,2008,F. Zampaglione,G,['rubacuori'],17
18º,Amedeo Minghi,Cammina cammina,2008,G. Marcucci e A. Minghi,M,"['cammina', 'cammina']",18
19º,Mario Venuti,A ferro e fuoco,2008,M. Venuti e Kaballà,M,"['ferro', 'fuoco']",19
1º,Marco Carta,La forza mia,2009,P. Carta,M,['forza'],1
2º,Povia,Luca era gay,2009,G. Povia,M,"['luca', 'era', 'gay']",2
3º,Sal Da Vinci,Non riesco a farti innamorare,2009,"V. D'Agostino, L. D'Alessio e S. M. Sorrentino",M,"['riesco', 'farti', 'innamorare']",3
1º,Valerio Scanu,Per tutte le volte che...,2010,P. Carone,M,['volte'],1
2º,Pupo ed Emanuele Filiberto con Luca Canonici,Italia amore mio,2010,E. Filiberto ed E. Ghinazzi,G,"['italia', 'amore']",2
3º,Marco Mengoni,Credimi ancora,2010,"M. Mengoni, S. Fabiani, M. Calabrese e P. Calabrese",M,"['credimi', 'ancora']",3
F (4º)[19],Noemi,Per tutta la vita,2010,D. Calvetti e M. Ciappelli,F,"['tutta', 'vita']",4
F (5º)[20],Malika Ayane,Ricomincio da qui,2010,"M. Ayane, Pacifico e F. Arnò",F,['ricomincio'],5
F (6º)[21],Irene Fornaciari feat. Nomadi,Il mondo piange,2010,"A. Fornaciari, D. Dattoli e I. Fornaciari",G,"['mondo', 'piange']",6
F (7º)[22],Simone Cristicchi,Meno male,2010,"S. Cristicchi, F. Di Gesù, E. Marcelli e A. Canini",M,"['meno', 'male']",7
F (8º)[23],Irene Grandi,La cometa di Halley,2010,F. Bianconi e I. Grandi,F,"['cometa', 'halley']",8
F (9º)[24],Arisa,Malamorenò,2010,G. Anastasi,F,['malamorenò'],9
F (10º)[25],Povia,La verità,2010,G. Povia,M,['verità'],10
1º,Roberto Vecchioni,Chiamami ancora amore,2011,R. Vecchioni,M,"['chiamami', 'ancora', 'amore']",1
2º,Modà con Emma,Arriverà,2011,"F. Silvestre, E. Zapparoli e E. Palmosi",G,['arriverà'],2
3º,Al Bano,Amanda è libera,2011,"F. Berlincioni, A. Carrisi e A. Paoletti",M,"['amanda', 'libera']",3
4º,Davide Van De Sfroos,Yanez[22],2011,D. Bernasconi,M,"['yanez', '22']",4
5º,Luca Madonia con Franco Battiato,L'alieno,2011,L. Madonia,G,['alieno'],5
6º,La Crus,Io confesso,2011,M. E. Giovanardi e M. Curallo,G,['confesso'],6
7º,Nathalie,Vivo sospesa,2011,N. Giannitrapani,F,"['vivo', 'sospesa']",7
8º,Luca Barbarossa e Raquel del Rosario,Fino in fondo,2011,L. Barbarossa,G,"['fino', 'fondo']",8
9º,Anna Tatangelo,Bastardo,2011,"V. D'Agostino, A. Tatangelo e G. D'Alessio",F,['bastardo'],9
10º,Giusy Ferreri,Il mare immenso,2011,"Bungaro, G. Ferreri e M. Calò",F,"['mare', 'immenso']",10
1º,Emma,Non è l'inferno,2012,"F. Silvestre, L. Sala e E. Palmosi",F,['inferno'],1
2º,Arisa,La notte,2012,G. Anastasi,F,['notte'],2
3º,Noemi,Sono solo parole,2012,F. Moro,F,['parole'],3
4º,Gigi D'Alessio e Loredana Bertè,Respirare,2012,L. D'Alessio e V. D'Agostino,G,['respirare'],4
5º,Pierdavide Carone e Lucio Dalla,Nanì,2012,P. Carone e L. Dalla,G,['nanì'],5
6º,Dolcenera,Ci vediamo a casa,2012,Dolcenera,F,"['vediamo', 'casa']",6
7º,Nina Zilli,Per sempre,2012,R. Casalino e N. Zilli,F,['sempre'],7
8º,Francesco Renga,La tua bellezza,2012,"F. Renga, D. Mancino e D. Faini",M,['bellezza'],8
9º,Samuele Bersani,Un pallone,2012,S. Bersani,M,['pallone'],9
10º,Eugenio Finardi,E tu lo chiami Dio,2012,R. Di Lorenzo,M,"['chiami', 'dio']",10
1º,Marco Mengoni,L'essenziale,2013,"R. Casalino, M. Mengoni e F. De Benedittis",M,['essenziale'],1
2º,Elio e le Storie Tese,La canzone mononota,2013,"S. Belisari, S. Conforti, D. L. Civaschi e N. Fasani",G,"['canzone', 'mononota']",2
3º,Modà,Se si potesse non morire,2013,F. Silvestre,G,"['potesse', 'morire']",3
4º,Malika Ayane,E se poi,2013,G. Sangiorgi,F,['poi'],4
5º,Raphael Gualazzi,Sai (ci basta un sogno),2013,R. Gualazzi,M,"['sai', 'basta', 'sogno']",5
6º,Daniele Silvestri,A bocca chiusa,2013,D. Silvestri,M,"['bocca', 'chiusa']",6
7º,Max Gazzè,Sotto casa,2013,"F. Gazzè, M. Gazzè e F. De Benedittis",M,"['sotto', 'casa']",7
8º,Chiara,Il futuro che sarà,2013,"F. Bianconi, L. Chiaravalli e L. Gonzalez Alea",F,"['futuro', 'sarà']",8
9º,Annalisa,Scintille,2013,D. Faini e A. Galbiati,F,['scintille'],9
10º,Maria Nazionale,È colpa mia,2013,G. Servillo e F. Mesolella,F,['colpa'],10
11º,Simone Cristicchi,La prima volta (che sono morto),2013,S. Cristicchi e L. Pari,M,"['prima', 'volta', 'morto']",11
12º,Marta sui Tubi,Vorrei,2013,"G. Gulino, M. Boschi, C. Pipitone, P. Pischedda e I. Paolini",F,['vorrei'],12
13º,Simona Molinari con Peter Cincotti,La felicità,2013,"S. Molinari, M. Vultaggio, P. Cincotti e C. Avarello",G,['felicità'],13
14º,Almamegretta,Mamma non lo sa,2013,"G. Della Volpe, P. Polcari e G. Tesone",G,"['mamma', 'sa']",14
1º,Arisa,Controvento,2014,G. Anastasi,F,['controvento'],1
2º,Raphael Gualazzi & The Bloody Beetroots,Liberi o no,2014,"R. Gualazzi, B. Rifo, L. Beccafichi",G,['liberi'],2
3º,Renzo Rubino,Ora,2014,"R. Rubino, A. Rodini",M,['ora'],3
4º,Francesco Renga,Vivendo adesso,2014,E. Toffoli,M,"['vivendo', 'adesso']",4
5º,Noemi,Bagnati dal sole,2014,"Noemi, C. Ailin, R. Frenneaux",F,"['bagnati', 'sole']",5
6º,Perturbazione,L'unica,2014,"T. Cerasuolo, G. Giancursi, R. Lo Mele, A. Baracco, E. Diana, C. Lo Mele",G,['unica'],6
7º,Cristiano De André,Il cielo è vuoto,2014,"D. Mancino, C. De André, D. Faini",M,"['cielo', 'vuoto']",7
8º,Frankie hi-nrg mc,Pedala,2014,"F. Di Gesú, C. Galbignani, L. Beccafichi",M,['pedala'],8
9º,Giusy Ferreri,Ti porto a cena con me,2014,"R. Casalino, D. Faini",F,"['porto', 'cena']",9
10º,Francesco Sarcina,Nel tuo sorriso,2014,F. Sarcina,M,['sorriso'],10
11º,Giuliano Palma,Così lontano,2014,"N. Zilli, M. Ciappelli, A. Flora",M,['lontano'],11
12º,Antonella Ruggiero,Da lontano,2014,"A. Ruggiero, A. Graziano, A. Rossi, R. Colombo",F,['lontano'],12
13º,Ron,Sing in the rain,2014,"Ron, M. Del Forno",M,"['sing', 'the', 'rain']",13
1º,Il Volo,Grande amore,2015,F. Boccia e C. Esposito,G,['amore'],1
2º,Nek,Fatti avanti amore,2015,"Nek, L. Chiaravalli, A. Bonomo e G. Fazio",M,"['fatti', 'avanti', 'amore']",2
3º,Malika Ayane,Adesso e qui (nostalgico presente),2015,"M. Ayane, Pacifico, G. Caccamo e A. Flora",F,"['adesso', 'nostalgico', 'presente']",3
4º,Annalisa,Una finestra tra le stelle,2015,F. Silvestre,F,"['finestra', 'stelle']",4
5º,Chiara,Straordinario,2015,E. Meta e G. Pollex,F,['straordinario'],5
6º,Marco Masini,Che giorno è,2015,"M. Masini, F. Camba e D. Coro",M,['giorno'],6
7º,Dear Jack,Il mondo esplode tranne noi,2015,P. Romitelli e D. Simonetta,G,"['mondo', 'esplode', 'tranne']",7
8º,Gianluca Grignani,Sogni infranti,2015,G. Grignani,M,"['sogni', 'infranti']",8
9º,Nina Zilli,Sola,2015,N. Zilli,F,['sola'],9
10º,Lorenzo Fragola,Siamo uguali,2015,"L. Fragola, Fedez e F. Cogliati",M,"['siamo', 'uguali']",10
11º,Alex Britti,Un attimo importante,2015,A. Britti,M,"['attimo', 'importante']",11
12º,Irene Grandi,Un vento senza nome,2015,I. Grandi e S. Lanza,F,"['vento', 'nome']",12
13º,Nesli,Buona fortuna amore,2015,Nesli e Brando,M,"['buona', 'fortuna', 'amore']",13
14º,Bianca Atzei,Il solo al mondo,2015,F. Silvestre,F,['mondo'],14
15º,Moreno,Oggi ti parlo così,2015,"M. Donadoni, R. Casalino, M. Dagani, A. Erba e M. Zangirolami",M,"['oggi', 'parlo']",15
16º,Grazia Di Michele e Mauro Coruzzi,Io sono una finestra,2015,G. Di Michele e R. Petrangeli,G,['finestra'],16
1º,Stadio,Un giorno mi dirai,2016,"S. Grandi, G. Curreri e L. Chiaravalli",G,"['giorno', 'dirai']",1
2º,Francesca Michielin,Nessun grado di separazione,2016,"F. Michielin, F. Abbate, Cheope e F. Gargiulo",F,"['nessun', 'grado', 'separazione']",2
3º,Giovanni Caccamo e Deborah Iurato,Via da qui,2016,G. Sangiorgi,G,['via'],3
4º,Enrico Ruggeri,Il primo amore non si scorda mai,2016,E. Ruggeri,M,"['primo', 'amore', 'scorda']",4
5º,Lorenzo Fragola,Infinite volte,2016,"L. Fragola, A. Filippelli, F. Ferraguzzo, R. L. Di Benedetto e R. Canale",M,"['infinite', 'volte']",5
6º,Patty Pravo,Cieli immensi,2016,F. Zampaglione,F,"['cieli', 'immensi']",6
7º,Clementino,Quando sono lontano,2016,"C. Maccaro, K. Scherer e V. Stein",M,['lontano'],7
8º,Noemi,La borsa di una donna,2016,"M. Masini, M. Adami e A. Iammarino",F,"['borsa', 'donna']",8
9º,Rocco Hunt,Wake Up,2016,"R. Pagliarulo, S. Benussi e V. Catanzaro",M,"['wake', 'up']",9
10º,Arisa,Guardando il cielo,2016,G. Anastasi,F,"['guardando', 'cielo']",10
11º,Annalisa,Il diluvio universale,2016,D. Calvetti e A. Scarrone,F,"['diluvio', 'universale']",11
12º,Elio e le Storie Tese,Vincere l'odio,2016,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani",G,"['vincere', 'odio']",12
13º,Valerio Scanu,Finalmente piove,2016,F. Moro,M,"['finalmente', 'piove']",13
14º,Alessio Bernabei,Noi siamo infinito,2016,"R. Casalino, I. Amatucci, e D. Faini",M,"['siamo', 'infinito']",14
15º,Dolcenera,Ora o mai più (le cose cambiano),2016,Dolcenera e Finaz,F,"['ora', 'cose', 'cambiano']",15
16º,Irene Fornaciari,Blu,2016,"G. Dati, I. Fornaciari, M. Fontana e D. Calvetti",F,['blu'],16
1º,Francesco Gabbani,Occidentali's Karma,2017,"F. Ilacqua, F. Gabbani e L. Chiaravalli",M,"['occidentali', 's', 'karma']",1
2º,Fiorella Mannoia,Che sia benedetta,2017,Amara e S. Mineo,F,"['sia', 'benedetta']",2
3º,Ermal Meta,Vietato morire,2017,E. Meta,M,"['vietato', 'morire']",3
4º,Michele Bravi,Il diario degli errori,2017,"Cheope, F. Abbate e G. Anastasi",M,"['diario', 'errori']",4
5º,Paola Turci,Fatti bella per te,2017,"G. Anania, L. Chiaravalli, D. Simonetta e P. Turci",F,['fatti'],5
6º,Sergio Sylvestre,Con te,2017,"Giorgia Todrani, S. Sylvestre e S. Maiuolo",M,[],6
7º,Fabrizio Moro,Portami via,2017,F. Mobrici e R. Cardelli,M,"['portami', 'via']",7
8º,Elodie,Tutta colpa mia,2017,"E. Marrone, O. Angiuli, G. Pollex e F. Cianciola",F,"['tutta', 'colpa']",8
9º,Bianca Atzei,Ora esisti solo tu,2017,F. Silvestre,F,"['ora', 'esisti']",9
10º,Samuel,Vedrai,2017,"Samuel, C. Rigano e R. Onori",M,['vedrai'],10
11º,Michele Zarrillo,Mani nelle mani,2017,M. Zarrillo e G. Artegiani,M,"['mani', 'mani']",11
12º,Lodovica Comello,Il cielo non mi basta,2017,"A. Di Martino, F. Abbate, D. Faini e F. Ferraguzzo",F,"['cielo', 'basta']",12
13º,Marco Masini,Spostato di un secondo,2017,"M. Masini, Zibba e D. Calvetti",M,"['spostato', 'secondo']",13
14º,Chiara,Nessun posto è casa mia,2017,N. Verrienti e C. Verrienti,F,"['nessun', 'posto', 'casa']",14
15º,Alessio Bernabei,Nel mezzo di un applauso,2017,"R. Casalino, Dardust e V. Casagrande",M,"['mezzo', 'applauso']",15
16º,Clementino,Ragazzi fuori,2017,"C. Maccaro, F. Rizzo, P. M. Lombroni Capalbo e S. Tognini",M,"['ragazzi', 'fuori']",16
1º,Ermal Meta e Fabrizio Moro,Non mi avete fatto niente,2018,"E. Meta, F. Mobrici e A. Febo",G,"['avete', 'fatto']",1
2º,Lo Stato Sociale,Una vita in vacanza,2018,"A. Cazzola, F. Draicchio, L. Guenzi, A. Guidetti, E. Roberto e M. Romagnoli",G,"['vita', 'vacanza']",2
3º,Annalisa,Il mondo prima di te,2018,"Annalisa, D. Simonetta e A. Raina",F,"['mondo', 'prima']",3
4º,Ron,Almeno pensami,2018,L. Dalla,M,"['almeno', 'pensami']",4
5º,Ornella Vanoni con Bungaro e Pacifico,Imparare ad amarsi,2018,"Bungaro, Pacifico, C. Chiodo e A. Fresa",G,"['imparare', 'ad', 'amarsi']",5
6°,Max Gazzè,La leggenda di Cristalda e Pizzomunno,2018,"F. Gazzè, M. Gazzè e F. De Benedittis",M,"['leggenda', 'cristalda', 'pizzomunno']",6
7º,Luca Barbarossa,Passame er sale,2018,L. Barbarossa,M,"['passame', 'er', 'sale']",7
8º,Diodato e Roy Paci,Adesso,2018,A. Diodato,G,['adesso'],8
9º,The Kolors,"Frida (mai, mai, mai)",2018,"D. Petrella, Dardust, A. Raina e Stash",G,['frida'],9
10º,Giovanni Caccamo,Eterno,2018,G. Caccamo e Cheope,M,['eterno'],10
11º,Le Vibrazioni,Così sbagliato,2018,"F. Sarcina, L. Chiaravalli, A. Bonomo e D. Simonetta",G,['sbagliato'],11
12º,Enzo Avitabile con Peppe Servillo,Il coraggio di ogni giorno,2018,V. Avitabile e Pacifico,G,"['coraggio', 'ogni', 'giorno']",12
13º,Renzo Rubino,Custodire,2018,R. Rubino,M,['custodire'],13
14º,Noemi,Non smettere mai di cercarmi,2018,"M. Pelan, Noemi, D. Calvetti e F. De Martino",F,"['smettere', 'cercarmi']",14
15º,Red Canzian,Ognuno ha il suo racconto,2018,M. Porru e R. Canzian,M,"['ha', 'racconto']",15
16º,Decibel,Lettera dal Duca,2018,"E. Ruggeri, F. Muzio e S. Capeccia",G,"['lettera', 'duca']",16
17º,Nina Zilli,Senza appartenere,2018,"G. Angi, A. Iammarino e N. Zilli",F,['appartenere'],17
18º,Roby Facchinetti e Riccardo Fogli,Il segreto del tempo,2018,Pacifico e R. Facchinetti,G,"['segreto', 'tempo']",18
19º,Mario Biondi,Rivederti,2018,"M. Biondi, G. Furnari e D. Fisicaro",M,['rivederti'],19
20º,Elio e le Storie Tese,Arrivedorci,2018,"S. Belisari, S. Conforti, D. Civaschi e N. Fasani",G,['arrivedorci'],20
1º,Mahmood,Soldi,2019,Mahmood,M,['soldi'],1
2º,Ultimo,I tuoi particolari,2019,Ultimo,M,['particolari'],2
3º,Il Volo,Musica che resta,2019,"G. Nannini, E. Munda, P. Romitelli, P. Mammaro e A. Carozza",G,"['musica', 'resta']",3
4º,Loredana Bertè,Cosa ti aspetti da me,2019,"G. Curreri, G. Pulli e P. Romitelli",F,['aspetti'],4
5º,Simone Cristicchi,Abbi cura di me,2019,"S. Cristicchi, N. Brunialti e G. Ortenzi",M,"['abbi', 'cura']",5
6º,Daniele Silvestri,Argentovivo,2019,"D. Silvestri, T. Iurcich, F. Rondanini e M. Agnelli",M,['argentovivo'],6
7º,Irama,La ragazza con il cuore di latta,2019,"Irama, G. Colonnelli, A. Debernardi e G. Nenna",M,"['ragazza', 'cuore', 'latta']",7
8º,Arisa,Mi sento bene,2019,"M. Buzzanca, L. Vizzini, R. Pippa e A. Flora",F,"['sento', 'bene']",8
9º,Achille Lauro,Rolls Royce,2019,"A. Lauro, D. Petrella, D. Dezi, D. Mungai e Boss Doms",M,"['rolls', 'royce']",9
10º,Enrico Nigiotti,Nonno Hollywood,2019,E. Nigiotti,M,"['nonno', 'hollywood']",10
11º,Boomdabash,Per un milione,2019,"F. Abbate, R. Pagliarulo, A. Rapetti, A. Cisternino, A. Merli e F. Clemente",G,['milione'],11
12º,Ghemon,Rose viola,2019,Ghemon e Zef,M,"['rose', 'viola']",12
13º,Ex-Otago,Solo una canzone,2019,"M. Carucci, S. Bertuccini, F. Bacci, O. Martellacci e R. Bouchabla",G,['canzone'],13
14º,Motta,Dov'è l'Italia,2019,F. Motta,M,"['dov', 'italia']",14
15º,Francesco Renga,Aspetto che torni,2019,"Bungaro, F. Renga, C. Chiodo, Rakele e G. Runco",M,"['aspetto', 'torni']",15
16º,Paola Turci,L'ultimo ostacolo,2019,"P. Turci, L. Chiaravalli, S. Marletta ed E. Roberts",F,"['ultimo', 'ostacolo']",16
17º,The Zen Circus,L'amore è una dittatura,2019,"A. Appino, G. P. Cuccuru e M. Schiavelli",G,"['amore', 'dittatura']",17
18º,Federica Carta e Shade,Senza farlo apposta,2019,"Shade, J. Ettorre, Jaro",G,"['farlo', 'apposta']",18
19º,Nek,Mi farò trovare pronto,2019,"Nek, P. Antonacci e L. Chiaravalli",M,"['farò', 'trovare', 'pronto']",19
20º,Negrita,I ragazzi stanno bene,2019,"P. Bruni, C. Petricich, E. Salvi, F. Barbacci, L. Cilembrini e G. Gagliano",G,"['ragazzi', 'stanno', 'bene']",20
21º,Patty Pravo con Briga,Un po' come la vita,2019,"M. Rettani, D. Calvetti, Zibba, Briga e L. Leonori",G,"['po', 'vita']",21
22º,Anna Tatangelo,Le nostre anime di notte,2019,L. Vizzini,F,"['anime', 'notte']",22
23º,Einar,Parole nuove,2019,"A. Maiello, E. Palmosi e N. Marotta",M,"['parole', 'nuove']",23
24º,Nino D'Angelo e Livio Cori,Un'altra luce,2019,"L. Cori, N. D'Angelo, F. Fogliano, M. Dagani, G. Fracchiolla",G,['luce'],24
1º,Diodato,Fai rumore,2020,Diodato e E. Roberts,M,"['fai', 'rumore']",1
2º,Francesco Gabbani,Viceversa,2020,F. Gabbani e Pacifico,M,['viceversa'],2
