Posizione,Interprete,Canzone,anno,Autori,Sesso,Tematiche,Pos
F,Giorgio Zito e i Diesel,Ma vai vai,1980,G. Bennato,G,"['vai', 'vai']",F
F,Linda Lee,Va' pensiero,1980,P. Caruso,F,"['va', 'pensiero']",F
F,Bruno D'Andrea,Mara,1980,L. Albertelli e B. Tavernese,M,['mara'],F
F,Leano Morelli,Musica regina,1980,L. Morelli,M,"['musica', 'regina']",F
F,Orlando Johnson,Il sole canta,1980,G. Ullu,M,"['sole', 'canta']",F
F,Alberto Cheli,Passerà,1980,A. Coggio e M. Luberti,M,['passerà'],F
F,Peppino di Capri,Tu cioè...,1980,Depsa e G. Faiella,M,[],F
NF,Omelet,Amor mio... sono me!,1980,P. Scarpettini e A. Piccareta,G,['amor'],NF
NF,Rimmel,Angelo di seta,1980,"G. Dell'Orso, R. Guide e C. Colitti",G,"['angelo', 'seta']",NF
NF,Henry Freis,Dal metrò a New York,1980,S. Giacobbe,M,"['metrò', 'new', 'york']",NF
NF,Mela Lo Cicero,Dammi le mani,1980,F. Chiaravalle,F,"['dammi', 'mani']",NF
NF,Gianfranco De Angelis,E pensare che una volta... non era così!,1980,S. Spassiano e P. Cassella,M,"['pensare', 'volta', 'era']",NF
NF,Alberto Beltrami,Non ti drogare,1980,A. Beltrami,M,['drogare'],NF
NF,Latte e Miele,Ritagli di luce,1980,L. Poltini e L. Albertelli,G,"['ritagli', 'luce']",NF
NF,Armonium,Ti desidero,1980,"C. Scotti Galletta, P. Barabani e F. Zulian",G,['desidero'],NF
NF,Luca Cola,Tu che fai la moglie,1980,"L. Cola, E. Intra e Rigaldi",M,"['fai', 'moglie']",NF
NF,Coscarella e Polimeno,Tu sei la mia musica,1980,"A. Coscarella, D. Polimeno e A. Cogliati",G,['musica'],NF
1º,Alice,Per Elisa,1981,"C. Bissi, F. Battiato e G. Pio",F,['elisa'],1
2º,Loretta Goggi,Maledetta primavera,1981,P. A. Cassella e T. Savio,F,"['maledetta', 'primavera']",2
3º,Dario Baldan Bembo,Tu cosa fai stasera?,1981,P. A. Cassella e D. Baldan Bembo,M,"['fai', 'stasera']",3
4º,Luca Barbarossa,Roma spogliata,1981,L. Barbarossa,M,"['roma', 'spogliata']",4
5º,Ricchi e Poveri,Sarà perché ti amo,1981,"E. Ghinazzi, D. Pace e D. Farina",G,"['sarà', 'perché', 'amo']",5
6º,Paolo Barabani,Hop hop somarello,1981,"P. Barabani, E. Ghinazzi e G. P. Reverberi",M,"['hop', 'hop', 'somarello']",6
7º,Marinella,Ma chi te lo fa fare,1981,V. Pallavicini e G. P. Felisatti,F,"['fa', 'fare']",7
8º,Michele Zarrillo,Su quel pianeta libero,1981,"M. Zarrillo, A. Rosario e P. A. Cassella",M,"['quel', 'pianeta', 'libero']",8
9º,Marcella,Pensa per te,1981,G. Bigazzi e G. Bella,F,['pensa'],9
10º,Passengers,Midnight,1981,G. Arena e A. Piccareta,G,['midnight'],10
F,Eduardo De Crescenzo,Ancora,1981,F. Migliacci e C. Mattone,M,['ancora'],F
F,Leano Morelli,Angela,1981,M. Mologni e L. Morelli,M,['angela'],F
F,Orietta Berti,La barca non va più,1981,B. Lauzi e P. Caruso,F,"['barca', 'va']",F
F,Sterling Saint-Jacques,Blue (Tutto è blu),1981,"P. M. Bozzetti, G. Bozzetti e V. Caruso",M,"['blue', 'blu']",F
F,Fiorella Mannoia,Caffè nero bollente,1981,C. Cavallo e R. De Cola,F,"['caffè', 'nero', 'bollente']",F
F,Carmen & Thompson,Follow me (Se amore vuoi),1981,"L. Angeleri, C. Thompson e P. Carmen",G,"['follow', 'amore', 'vuoi']",F
F,Stefano Tosi,Io mi,1981,"C. D'Apruzzo, M. Filistrucchi e S. Tosi Innocenti",M,[],F
F,Bobby Solo,Non posso perderti,1981,D. Ciotti e R. Satti,M,"['posso', 'perderti']",F
F,Gianni Bella,Questo amore non si tocca,1981,G. Bigazzi e G. Bella,M,"['amore', 'tocca']",F
F,Collage,I ragazzi che si amano,1981,"C. Fontana, A. Valsiglio e P. Masala",G,"['ragazzi', 'amano']",F
NF,Enzo Malepasso,Amore mio,1981,S. De Pasquale e V. Malepasso,M,['amore'],NF
NF,Sebastiano Occhino,Bianca stella,1981,S. Occhino e L. Albertelli,M,"['bianca', 'stella']",NF
NF,Jò Chiarello,Che brutto affare,1981,F. Califano e A. Varano,F,"['brutto', 'affare']",NF
NF,Gli Opera,Guerriero,1981,A. Barillà,G,['guerriero'],NF
NF,Umberto Napolitano,Mille volte ti amo,1981,U. Napolitano,M,"['mille', 'volte', 'amo']",NF
NF,Tom Hooker,Toccami,1981,R. Brioschi e M. Chiodi,M,['toccami'],NF
NF,Domenico Mattia,Tulilemble,1981,G. P. Felisatti,M,['tulilemble'],NF
NF,Franco Fasano,Un'isola alle Hawaii,1981,F. Fasano e S. De Pasquale,M,"['isola', 'hawaii']",NF
1º,Riccardo Fogli,Storie di tutti i giorni,1982,"R. Fogli, G. Morra e M. Fabrizio",M,"['storie', 'giorni']",1
2º,Al Bano e Romina Power,Felicità,1982,"C. Minellono, G. De Stefani e D. Farina",G,['felicità'],2
3º,Drupi,Soli,1982,"G. Anelli, G. Belleno e V. De Scalzi",M,['soli'],3
4º,Giuseppe Cionfoli,Solo grazie,1982,G. Cionfoli,M,['grazie'],4
5º,Christian,Un'altra vita un altro amore,1982,M. Balducci,M,"['vita', 'amore']",5
6°,Jimmy Fontana,Beguine,1982,"F. Migliacci, E. Sbriccoli, L. Greco e L. Pellegrino",M,['beguine'],6
F,Lene Lovich,Blue Hotel,1982,Goldsand,F,"['blue', 'hotel']",F
F,Elisabetta Viviani,C'è,1982,M. Balducci,F,['c'],F
F,Mia Martini,E non finisce mica il cielo,1982,I. Fossati,F,"['finisce', 'cielo']",F
F,Anna Oxa,Io no,1982,O. Avogadro e M. Lavezzi,F,[],F
F,Stefano Sani,Lisa,1982,"J. Iozzo, Z. Fornaciari e F. Marsella",M,['lisa'],F
F,Le Orme,Marinai,1982,"A. Salerno, D'Amico, A. Pagliuca e A. Tagliapietra",G,['marinai'],F
F,Riccardo Del Turco,Non voglio ali,1982,R. Del Turco,M,['ali'],F
F,Plastic Bertrand,Ping pong,1982,"Depsa, G. Pirazzoli e G. Fasano",M,"['ping', 'pong']",F
F,Milk & Coffee,Quando incontri l'amore,1982,"S. Subelli e I. Polizzy, C. Natili e G. Nisi",G,"['incontri', 'amore']",F
F,Viola Valentino,Romantici,1982,G. Morra e M. Fabrizio,F,['romantici'],F
F,Mal,Sei la mia donna,1982,"C. Minellono, D. Sorrenti e G. Santamaria",G,['donna'],F
F,Mario Castelnuovo,Sette fili di canapa,1982,M. Castelnuovo,M,"['sette', 'fili', 'canapa']",F
F,Roberto Soffici,Strano momento,1982,R. Soffici e A. Lo Vecchio,M,"['strano', 'momento']",F
F,Bobby Solo,Tu stai,1982,R. Satti,M,['stai'],F
F,Zucchero Fornaciari,Una notte che vola via,1982,Z. Fornaciari e C. D'Apruzzo,M,"['notte', 'vola', 'via']",F
F,Vasco Rossi,Vado al massimo,1982,V. Rossi,M,"['vado', 'massimo']",F
NF,Orietta Berti,America in,1982,"D. Pace, M. Panzeri e C. Conti",F,['america'],NF
NF,Rino Martinez,Biancaneve,1982,P. Dossena e R. Martinez,M,['biancaneve'],NF
NF,Marina Lai,Centomila amori miei,1982,"Minimum, A. Cogliati e C. Castellari",F,"['centomila', 'amori']",NF
NF,Julie,Cuore bandito,1982,E. Palumbo e D. Sebastiani,F,"['cuore', 'bandito']",NF
NF,Claudio Villa,Facciamo la pace,1982,C. Villa e R. Ferri,M,"['facciamo', 'pace']",NF
NF,Piero Cassano,Non arrenderti mai,1982,"V. Pallavicini, L. Albertelli e P. Cassano",M,['arrenderti'],NF
NF,Michele Zarrillo,Una rosa blu,1982,"P. Cassella, M. Zarrillo e T. Savio",M,"['rosa', 'blu']",NF
NF,Fiordaliso,Una sporca poesia,1982,"G. Pirazzoli, G. Fasano e Depsa",F,"['sporca', 'poesia']",NF
1º,Tiziana Rivale,Sarà quel che sarà,1983,R. Ferri e M. Fabrizio,F,"['sarà', 'quel', 'sarà']",1
2º,Donatella Milani,Volevo dirti,1983,"D. Milani, D. Pace e A. Fornaciari",F,"['volevo', 'dirti']",2
3º,Dori Ghezzi,Margherita non lo sa,1983,O. Prudente e O. Avogadro,F,"['margherita', 'sa']",3
4º,Matia Bazar,Vacanze romane,1983,C. Marrale e G. Golzi,G,"['vacanze', 'romane']",4
5º,Toto Cutugno,L'italiano,1983,C. Minellono e T. Cutugno,M,['italiano'],5
6º,Fiordaliso,Oramai,1983,"C. Daiano, A. Valsiglio e Depsa",F,['oramai'],6
7º,Stefano Sani,Complimenti,1983,L. Albertelli e A. Fornaciari,M,['complimenti'],7
8º,Gianni Morandi,La mia nemica amatissima,1983,"Mogol, G. Bella e G. Morandi",M,"['nemica', 'amatissima']",8
9º,Amii Stewart,Working Late Tonight,1983,"M. Capuano, G. Capuano e S. Boswell",F,"['working', 'late', 'tonight']",9
10º,Marco Armani,È la vita,1983,M. Armani e P. Armenise,M,['vita'],10
11º,Giuseppe Cionfoli,Shalom,1983,G. Cionfoli,M,['shalom'],11
12º,Giorgia Fiorio,Avrò,1983,"S. Menegale, R. Ferrato e P. Soffici",F,['avrò'],12
13º,Flavia Fortunato,Casco blu,1983,"M. Di Carlo, P. Masala, E. Palumbo e M. Ramoino",F,"['casco', 'blu']",13
14º,Bertín Osborne,Eterna malattia,1983,E. Malepasso e L. Albertelli,M,"['eterna', 'malattia']",14
15º,Riccardo Azzurri,Amare te,1983,R. Azzurri,M,['amare'],15
16º,Sandro Giacobbe,Primavera,1983,S. Giacobbe e L. Albertelli,M,['primavera'],16
17º,Christian,Abbracciami amore mio,1983,M. Balducci,M,"['abbracciami', 'amore']",17
18º,Marco Ferradini,Una catastrofe bionda,1983,"R. Giuliani, M. Ferradini e Cheope",M,"['catastrofe', 'bionda']",18
19º,Richard Sanderson,Stiamo insieme,1983,A. Fornaciari,M,"['stiamo', 'insieme']",19
20º,Zucchero,Nuvola,1983,A. Fornaciari,M,['nuvola'],20
21º,Gianni Nazzaro,Mi sono innamorato di mia moglie,1983,D. Pace e M. Russo,M,"['innamorato', 'moglie']",21
22º,Barbara Boncompagni,Notte e giorno,1983,D. Pace e A. Valsiglio,F,"['notte', 'giorno']",22
23º,Passengers,Movie Star,1983,C. Valli e A. Piccarreda,G,"['movie', 'star']",23
24º,Viola Valentino,Arriva arriva,1983,M. Fabrizio e V. Spampinato,F,"['arriva', 'arriva']",24
25º,Vasco Rossi,Vita spericolata,1983,V. Rossi e T. Ferro,M,"['vita', 'spericolata']",25
26º,Pupo,Cieli azzurri,1983,E. Ghinazzi e S. Saturnini,M,"['cieli', 'azzurri']",26
NF,Daniela Goggi,Dammi tanto amore,1983,M. Bassi e E. Ghinazzi,F,"['dammi', 'tanto', 'amore']",NF
NF,Pinot,Donna sola,1983,I. Michetti,M,"['donna', 'sola']",NF
NF,Brunella Borciani,E la neve scende,1983,L. Albertelli e A. Fornaciari,F,"['neve', 'scende']",NF
NF,Patrizia Danzi,Fammi volare,1983,Cavaros e M. Violante,F,"['fammi', 'volare']",NF
NF,Gloriana,Il mio treno,1983,"S. Subelli, G. Nisi, G. Natili, S. Aloisio e F. Anfuso",F,['treno'],NF
NF,Nino Buonocore,Nuovo amore,1983,N. Buonocore,M,"['nuovo', 'amore']",NF
NF,Sibilla,Oppio,1983,"F. Battiato, G. Pio e S. Mostert",F,['oppio'],NF
NF,Alessio Colombini,Scatole cinesi,1983,A. Cogliati e A. Colombini,M,"['scatole', 'cinesi']",NF
NF,Manuele Pepe,Solo con te,1983,M. Pepe,M,[],NF
NF,Amedeo Minghi,1950,1983,G. Chiocchio e A. Minghi,M,['1950'],NF
1º,Al Bano e Romina Power,Ci sarà,1984,C. Minellono e D. Farina,G,['sarà'],1
2º,Toto Cutugno,Serenata,1984,S. Cutugno e V. Pallavicini,M,['serenata'],2
3º,Christian,Cara,1984,M. Balducci,M,['cara'],3
4º,Pupo,Un amore grande,1984,"G. Savio, G. Bigazzi e U. Tozzi",M,['amore'],4
5º,Fiordaliso,Non voglio mica la luna,1984,"E. Malepasso, L. Albertelli e A. Fornaciari",F,['luna'],5
6º,Mario Castelnuovo,Nina,1984,M. Castelnuovo,M,['nina'],6
7º,Anna Oxa,Non scendo,1984,O. Avogadro e M. Lavezzi,F,['scendo'],7
8º,Drupi,Regalami un sorriso,1984,"A. Cogliati, G. Anelli e F. Fasano",M,"['regalami', 'sorriso']",8
9º,Iva Zanicchi,Chi (Mi darà),1984,U. Balsamo e C. Malgioglio,F,['darà'],9
10º,Patty Pravo,Per una bambola,1984,M. Monti,F,['bambola'],10
11º,Gruppo Italiano,Anni ruggenti,1984,"P. Di Malta, R. Riva, G. Folino e C. Santulli",G,"['anni', 'ruggenti']",11
12º,Bobby Solo,Ancora ti vorrei,1984,"R. Satti, Susuki e M. Mologni",M,"['ancora', 'vorrei']",12
13º,Donatella Milani,Libera,1984,"D. Milani, Filistrucchi e Putzolu",F,['libera'],13
14º,Fiorella Mannoia,Come si cambia,1984,M. Piccoli e R. Pareti,F,['cambia'],14
15º,Marisa Sannia,Amore amore,1984,D. Pace e C. Conti,F,"['amore', 'amore']",15
16º,Alberto Camerini,La bottega del caffè,1984,A. Camerini,M,"['bottega', 'caffè']",16
17º,Riccardo Del Turco,Serena alienazione,1984,Mogol e R. Del Turco,M,"['serena', 'alienazione']",17
18º,Garbo,Radioclima,1984,R. Abate,F,['radioclima'],18
19º,Enrico Ruggeri,Nuovo swing,1984,E. Ruggeri,M,"['nuovo', 'swing']",19
20º,Stadio,Allo stadio,1984,L. Carboni e G. Curreri,G,['stadio'],20
1º,Ricchi e Poveri,Se m'innamoro,1985,D. Farina e C. Minellono,G,"['m', 'innamoro']",1
2º,Luis Miguel,"Noi, ragazzi di oggi",1985,S. Cutugno e C. Minellono,M,"['ragazzi', 'oggi']",2
3º,Gigliola Cinquetti,Chiamalo amore,1985,D. Farina e P. A. Cassella,F,"['chiamalo', 'amore']",3
4º,Riccardo Fogli,Sulla buona strada,1985,M. Fabrizio e V. Spampinato,M,"['buona', 'strada']",4
5º,Christian,Notte serena,1985,M. Balducci,M,"['notte', 'serena']",5
6º,Eros Ramazzotti,Una storia importante,1985,"E. Ramazzotti, P. Cassano e A. Cogliati",M,"['storia', 'importante']",6
7º,Anna Oxa,A lei,1985,R. Vecchioni e M. Paoluzzi,F,[],7
8º,Fiordaliso,Il mio angelo,1985,L. Albertelli e E. Malepasso,F,['angelo'],8
9º,Peppino Di Capri,E mo' e mo',1985,"G. Faiella, S. De Pasquale e F. Fasano",M,"['mo', 'mo']",9
10º,Matia Bazar,Souvenir,1985,"A. Stellita, C. Marrale e S. Cossu",G,['souvenir'],10
11º,Marco Armani,Tu dimmi un cuore ce l'hai,1985,M. Armenise e P. Armenise,M,"['dimmi', 'cuore', 'ce', 'hai']",11
12º,Drupi,Fammi volare,1985,"S. Negroni, D. Dato e G. Anelli",M,"['fammi', 'volare']",12
13º,Franco Simone,Ritratto,1985,M. Colombo e F. Simone,M,['ritratto'],13
14º,Eduardo De Crescenzo,Via con me,1985,C. Mattone e D. Pace,M,['via'],14
15º,Banco del Mutuo Soccorso,Grande Joe,1985,F. Di Giacomo e V. Nocenzi,G,['joe'],15
16º,Dario Baldan Bembo,Da quando non ci sei,1985,D. Baldan Bembo e A. Maggio,M,[],16
17º,Ivan Graziani,Franca ti amo,1985,I. Graziani,M,"['franca', 'amo']",17
18º,Eugenio Finardi,Vorrei svegliarti,1985,E. Finardi e D. Madonia,M,"['vorrei', 'svegliarti']",18
19º,Mimmo Locasciulli,Buona fortuna,1985,M. Locasciulli,M,"['buona', 'fortuna']",19
20º,New Trolls,Faccia di cane,1985,"F. De André, R. Ferri, V. De Scalzi, G. Belleno, N. Di Palo e R. Belloni",G,"['faccia', 'cane']",20
21º,Zucchero Fornaciari & Randy Jackson Band,Donne,1985,A. Fornaciari e A. Salerno,G,['donne'],21
22º,Garbo,Cose veloci,1985,R. Abate,F,"['cose', 'veloci']",22
1º,Eros Ramazzotti,Adesso tu,1986,"E. Ramazzotti, P. Cassano e A. Cogliati",M,['adesso'],1
2º,Renzo Arbore,Il clarinetto,1986,C. Mattone e R. Arbore,M,['clarinetto'],2
3º,Marcella,Senza un briciolo di testa,1986,"G. Bella, Mogol e G. Westley",F,"['briciolo', 'testa']",3
4º,Toto Cutugno,Azzurra malinconia,1986,S. Cutugno,M,"['azzurra', 'malinconia']",4
5º,Anna Oxa,È tutto un attimo,1986,"A. Cogliati, F. Ciani, M. Lavezzi e U. Smaila",F,['attimo'],5
6º,Orietta Berti,Futuro,1986,U. Balsamo e L. Raggi,F,['futuro'],6
7º,Nino D'Angelo,Vai,1986,N. D'Angelo e A. Annona,M,['vai'],7
8º,Fred Bongusto,Cantare,1986,"S. Iodice, F. Bongusto e M. Di Francia",M,['cantare'],8
9º,Loredana Bertè,Re,1986,A. Mango e G. Mango,F,['re'],9
10º,Fiordaliso,Fatti miei,1986,"Z. Fornaciari, E. Malepasso e L. Albertelli",F,['fatti'],10
11º,Marco Armani,Uno sull'altro,1986,P. Armenise e M. Armenise,M,['sull'],11
12º,Sergio Endrigo,Canzone italiana,1986,C. Mattone e S. Endrigo,M,"['canzone', 'italiana']",12
13º,Rettore,Amore Stella,1986,G. Morra e M. Fabrizio,F,"['amore', 'stella']",13
14º,Mango,Lei verrà,1986,G. Mango e A. Salerno,M,['verrà'],14
15º,Righeira,Innamoratissimo (Tu che fai battere forte il mio cuore),1986,"S. Rota, S. Righi, La Bionda, S. Conforti e C. Minellono",G,"['innamoratissimo', 'fai', 'battere', 'forte', 'cuore']",15
16º,Scialpi,"No East, No West",1986,"G. Scialpi, Thoty e F. Migliacci",M,"['east', 'west']",16
17º,Enrico Ruggeri,Rien ne va plus,1986,E. Ruggeri,M,"['rien', 'va', 'plus']",17
18º,Luca Barbarossa,Via Margutta,1986,L. Barbarossa,M,"['via', 'margutta']",18
19º,Flavia Fortunato,Verso il 2000,1986,"A. De Sanctis, A. Cheli e E. Palumbo",F,"['verso', '2000']",19
20º,Rossana Casale,Brividi,1986,G. Morra e M. Fabrizio,F,['brividi'],20
21º,Zucchero Fornaciari,Canzone triste,1986,Z. Fornaciari,M,"['canzone', 'triste']",21
22º,Stadio,Canzoni alla radio,1986,"L. Carboni, G. Curreri e R. Portera",G,"['canzoni', 'radio']",22
1º,"Gianni Morandi, Enrico Ruggeri e Umberto Tozzi",Si può dare di più,1987,"G. Bigazzi, U. Tozzi e R. Riefoli",G,"['può', 'dare']",1
2º,Toto Cutugno,Figli,1987,S. Cutugno,M,['figli'],2
3º,Al Bano e Romina Power,Nostalgia canaglia,1987,"V. Pallavicini, W. Molco, A. Carrisi, R. Power e V. Mercurio",G,"['nostalgia', 'canaglia']",3
4º,Fausto Leali,Io amo,1987,"S. Cutugno, F. Leali, G. Fasano e I. Ianne",M,['amo'],4
5º,Peppino Di Capri,Il sognatore,1987,S. Cutugno e Depsa,M,['sognatore'],5
6º,Marcella,Tanti auguri,1987,G. Paoli e G. Bella,F,"['tanti', 'auguri']",6
7º,Ricchi e Poveri,Canzone d'amore,1987,"S. Cutugno, G. Rampazzo e D. Farina",G,"['canzone', 'amore']",7
8º,Fiorella Mannoia,Quello che le donne non dicono,1987,E. Ruggeri e L. Schiavone,F,"['donne', 'dicono']",8
9º,Luca Barbarossa,Come dentro un film,1987,L. Barbarossa,M,"['dentro', 'film']",9
10º,Christian,Aria e musica,1987,S. Amato e F. Morgia,M,"['aria', 'musica']",10
11º,Lena Biolcati,Vita mia,1987,S. D'Orazio e M. Tansini,F,['vita'],11
12º,Rossana Casale,Destino,1987,G. Morra e M. Fabrizio,F,['destino'],12
13º,Flavia Fortunato,Canto per te,1987,"E. Palumbo, A. de Sanctis e M. Banis",F,['canto'],13
14º,Dori Ghezzi,E non si finisce mai,1987,A. Cogliati e P. Cassano,F,['finisce'],14
15º,Eduardo De Crescenzo,L'odore del mare,1987,"G. Morra, E. De Crescenzo e M. Fabrizio",M,"['odore', 'mare']",15
16º,Scialpi,Bella età,1987,"F. Migliacci, G. Scialpi e R. Zaneli",M,['età'],16
17º,Le Orme,Dimmi che cos'è,1987,A. Tagliapietra,G,"['dimmi', 'cos']",17
18º,Mango,Dal cuore in poi,1987,"A. Salerno, A. Mango e G. Mango",M,"['cuore', 'poi']",18
19º,Tony Esposito,Sinuè,1987,"G. Di Franco, T. Esposito e R. Licastro",M,['sinuè'],19
20º,Patty Pravo,Pigramente signora,1987,M. Arnaboldi e F. Evangelisti,F,"['pigramente', 'signora']",20
21º,Sergio Caputo,Il Garibaldi innamorato,1987,S. Caputo,M,"['garibaldi', 'innamorato']",21
22º,Mario Castelnuovo,Madonna di Venere,1987,M. Castelnuovo,M,"['madonna', 'venere']",22
23º,Nino Buonocore,Rosanna,1987,N. Buonocore,M,['rosanna'],23
24º,Nada,Bolero,1987,G. Manzoli,F,['bolero'],24
1º,Massimo Ranieri,Perdere l'amore,1988,M. Marrocchi e G. Artegiani,M,"['perdere', 'amore']",1
2º,Toto Cutugno,Emozioni,1988,T. Cutugno,M,['emozioni'],2
3º,Luca Barbarossa,L'amore rubato,1988,L. Barbarossa,M,"['amore', 'rubato']",3
4º,Marcella,Dopo la tempesta,1988,A. Salerno e G. Bella,F,"['dopo', 'tempesta']",4
5º,Fausto Leali,Mi manchi,1988,F. Berlincioni e G. Fasano,M,['manchi'],5
6º,Mino Reitano,Italia,1988,U. Balsamo,M,['italia'],6
7º,Anna Oxa,Quando nasce un amore,1988,"A. Cogliati, F. Ciani e P. Cassano",F,"['nasce', 'amore']",7
8º,Fiordaliso con Claudio Cabrini,Per noi,1988,T. Cutugno,G,[],8
9º,Ricchi e Poveri,Nascerà Gesù,1988,U. Balsamo,G,"['nascerà', 'gesù']",9
10º,Fiorella Mannoia,Le notti di maggio,1988,I. Fossati,F,"['notti', 'maggio']",10
11º,Raf,Inevitabile follia,1988,G. Bigazzi e R. Riefoli,M,"['inevitabile', 'follia']",11
12º,Francesco Nuti,Sarà per te,1988,R. Mariotti,M,['sarà'],12
13º,Franco Califano,Io (Per le strade di quartiere),1988,F. Califano e T. Cutugno,M,"['strade', 'quartiere']",13
14º,Figli di Bubba,Nella valle dei Timbales,1988,M. Pagani,G,"['valle', 'timbales']",14
15º,Michele Zarrillo,Come un giorno di sole,1988,"G. Artegiani, M. Zarrillo e L. Lopez",M,"['giorno', 'sole']",15
16º,Loredana Bertè,Io,1988,T. Cicco,F,[],16
17º,Peppino di Capri,Nun chiagnere,1988,"L. Raggi, Depsa e G. Fasano",M,"['nun', 'chiagnere']",17
18º,Tullio De Piscopo,Andamento lento,1988,"T. De Piscopo, M. Capuano e G. Capuano",M,"['andamento', 'lento']",18
19º,Matia Bazar,La prima stella della sera,1988,"A. Stellita, S. Cossu e C. Marrale",G,"['prima', 'stella', 'sera']",19
20º,Drupi,Era bella davvero,1988,"O. Avogadro, P. Cassella e D. Farina",M,"['era', 'davvero']",20
21º,Ron,Il mondo avrà una grande anima,1988,R. Cellamare,M,"['mondo', 'avrà', 'anima']",21
22º,Flavia Fortunato,Una bella canzone,1988,O. Avogadro e M. Lavezzi,F,['canzone'],22
23º,New Trolls,Cielo chiaro,1988,"V. De Scalzi, N. Di Palo e G. Belleno",G,"['cielo', 'chiaro']",23
24º,Denovo,Ma che idea,1988,L. Madonia,G,['idea'],24
25º,Nino Buonocore,Le tue chiavi non ho,1988,A. Salerno e N. Buonocore,M,['chiavi'],25
26º,Alan Sorrenti,Come per miracolo,1988,A. Sorrenti e G. Cavalli,M,['miracolo'],26
1º,Anna Oxa e Fausto Leali,Ti lascerò,1989,"G. Fasano, F. Leali, F. Ciani, F. Berlincioni e S. Bardotti",G,['lascerò'],1
2º,Toto Cutugno,Le mamme,1989,T. Cutugno e S. Borgia,M,['mamme'],2
3º,Al Bano e Romina Power,Cara terra mia,1989,"A. Carrisi, R. Power e V. Pallavicini",G,"['cara', 'terra']",3
4º,Riccardo Fogli,Non finisce così,1989,"Laurex, M. Patrignani, C. Cofani e F. Evangelisti",M,['finisce'],4
5°,Jovanotti,Vasco,1989,"C. Cecchetto, L. Cherubini, L. Cersosimo",M,['vasco'],5
6°,Fiordaliso con Claudio Cabrini,Se non avessi te,1989,T. Cutugno,G,['avessi'],6
7°,Francesco Salvi,Esatto!,1989,"F. Salvi, S. Melloni e M. Natale",M,['esatto'],7
8°,Ricchi e Poveri,Chi voglio sei tu,1989,P. Cassano e A. Cogliati,G,[],8
9°,Mia Martini,Almeno tu nell'universo,1989,B. Lauzi e M. Fabrizio,F,"['almeno', 'nell', 'universo']",9
10°,Ornella Vanoni,Io come farò,1989,"M. Pagani, G. Paoli e S. Bardotti",F,['farò'],10
11°,Peppino di Capri,Il mio pianoforte,1989,"R. Fiorillo, M. Di Francia e G. Faiella",M,['pianoforte'],11
12°,Marisa Laurito,Il babà è una cosa seria,1989,S. Palomba e E. Alfieri,F,"['babà', 'seria']",12
13°,Gino Paoli,Questa volta no,1989,P. Penzo e G. Paoli,M,['volta'],13
14°,Renato Carosone,Na canzuncella doce doce,1989,C. Mattone,M,"['na', 'canzuncella', 'doce', 'doce']",14
15°,Raf,Cosa resterà degli anni '80,1989,"G. Bigazzi, G. Dati e R. Riefoli",M,"['resterà', 'anni', '80']",15
16°,Dori Ghezzi,Il cuore delle donne,1989,"M. Paoluzzi, O. Avogadro e R. Ferri",F,"['cuore', 'donne']",16
17°,Enzo Jannacci,Se me lo dicevi prima,1989,E. Jannacci e M. Bassi,M,"['dicevi', 'prima']",17
18°,Gigliola Cinquetti,Ciao,1989,"Gepy & Gepy, M. Governi e R. Russo",F,[],18
19°,Rossana Casale,A che servono gli dei,1989,M. Fabrizio e G. Morra,F,['servono'],19
20°,Tullio De Piscopo,E allora e allora,1989,"M. Capuano, G. Capuano e T. De Piscopo",M,"['allora', 'allora']",20
21°,Eduardo De Crescenzo,Come mi vuoi,1989,M. G. Nava e E. De Crescenzo,M,['vuoi'],21
22°,Fred Bongusto,Scusa,1989,"F. Bongusto, E. Campassi e S. Iodice",M,['scusa'],22
23°,Gigi Sabani,La fine del mondo,1989,"T. Cutugno, G. Fasano e Depsa",M,"['fine', 'mondo']",23
24°,Sergio Caputo,Rifarsi una vita,1989,S. Caputo,M,"['rifarsi', 'vita']",24
1º,Pooh,Uomini soli,1990,V. Negrini e C. Facchinetti,G,"['uomini', 'soli']",1
2º,Toto Cutugno,Gli amori,1990,"F. Berlincioni, S. Cutugno e S. De Pasquale",M,['amori'],2
3º,Amedeo Minghi e Mietta,Vattene amore,1990,A. Minghi,G,"['vattene', 'amore']",3
4°,Anna Oxa,Donna con te,1990,D. Amerio e L. Boero,F,['donna'],4
5°,Marcella e Gianni Bella,Verso l'ignoto,1990,"D. Di Gregorio, G. Bella e R. Di Bella",G,"['verso', 'ignoto']",5
6°,Mia Martini,La nevicata del '56,1990,"C. Vistarini, F. Califano, M. Cantini e L. Lopez",F,"['nevicata', '56']",6
7°,Mango,Tu... sì,1990,A. Mango e G. Mango,M,['sì'],7
8°,Francesco Salvi,A,1990,"F. Salvi, M. Natale, R. Turatti e S. Melloni",M,[],8
9°,Caterina Caselli,Bisognerebbe non pensare che a te,1990,G. Morra e M. Fabrizio,F,"['bisognerebbe', 'pensare']",9
10°,Riccardo Fogli,Ma quale amore,1990,"A. De Angelis, B. Incarnato e L. Lopez",M,['amore'],10
11°,Sandro Giacobbe,Io vorrei,1990,S. Cutugno e S. Giacobbe,M,['vorrei'],11
12°,Paola Turci,Ringrazio Dio,1990,"A. Rizzo, Rambow e R. Silvestro",F,"['ringrazio', 'dio']",12
